respID,qID,profileID,altID,obsID,choice,time_sec_p1,ownhome,time_sec_p2,time_sec_p3,induction,heatingeff,carbon,oftencook,utility,yearOfBirth,gender,race,raceOther,education,income,zipcode,age_in_years,feedback,time_min_total,edu_level,Cooktop_Type,final_cost_price,Average_annual_usage_Cost,number_of_burners
699,2,173,2,5586,0,19,1,329,356,Yes,Concerned,Neutral,sometimes,electricity,1995,female,black,NA,degree_bs,inc_50to100,77067,28,Thank you,11.733333333333333,high_edu,Electric,1100,80,4
699,2,267,3,5586,0,19,1,329,356,Yes,Concerned,Neutral,sometimes,electricity,1995,female,black,NA,degree_bs,inc_50to100,77067,28,Thank you,11.733333333333333,high_edu,Induction,1300,70,5
699,3,175,1,5587,0,19,1,329,356,Yes,Concerned,Neutral,sometimes,electricity,1995,female,black,NA,degree_bs,inc_50to100,77067,28,Thank you,11.733333333333333,high_edu,Gas,1300,80,4
699,3,11,2,5587,0,19,1,329,356,Yes,Concerned,Neutral,sometimes,electricity,1995,female,black,NA,degree_bs,inc_50to100,77067,28,Thank you,11.733333333333333,high_edu,Electric,1100,50,3
699,3,264,3,5587,1,19,1,329,356,Yes,Concerned,Neutral,sometimes,electricity,1995,female,black,NA,degree_bs,inc_50to100,77067,28,Thank you,11.733333333333333,high_edu,Induction,1100,70,5
699,4,313,1,5588,0,19,1,329,356,Yes,Concerned,Neutral,sometimes,electricity,1995,female,black,NA,degree_bs,inc_50to100,77067,28,Thank you,11.733333333333333,high_edu,Gas,900,100,5
699,4,278,2,5588,1,19,1,329,356,Yes,Concerned,Neutral,sometimes,electricity,1995,female,black,NA,degree_bs,inc_50to100,77067,28,Thank you,11.733333333333333,high_edu,Electric,900,80,5
699,4,6,3,5588,0,19,1,329,356,Yes,Concerned,Neutral,sometimes,electricity,1995,female,black,NA,degree_bs,inc_50to100,77067,28,Thank you,11.733333333333333,high_edu,Induction,700,50,3
699,5,103,1,5589,0,19,1,329,356,Yes,Concerned,Neutral,sometimes,electricity,1995,female,black,NA,degree_bs,inc_50to100,77067,28,Thank you,11.733333333333333,high_edu,Gas,1300,100,3
699,5,140,2,5589,1,19,1,329,356,Yes,Concerned,Neutral,sometimes,electricity,1995,female,black,NA,degree_bs,inc_50to100,77067,28,Thank you,11.733333333333333,high_edu,Electric,1300,60,4
699,5,237,3,5589,0,19,1,329,356,Yes,Concerned,Neutral,sometimes,electricity,1995,female,black,NA,degree_bs,inc_50to100,77067,28,Thank you,11.733333333333333,high_edu,Induction,500,60,5
699,6,16,1,5590,0,19,1,329,356,Yes,Concerned,Neutral,sometimes,electricity,1995,female,black,NA,degree_bs,inc_50to100,77067,28,Thank you,11.733333333333333,high_edu,Gas,1500,50,3
699,6,254,2,5590,0,19,1,329,356,Yes,Concerned,Neutral,sometimes,electricity,1995,female,black,NA,degree_bs,inc_50to100,77067,28,Thank you,11.733333333333333,high_edu,Electric,500,70,5
699,6,192,3,5590,1,19,1,329,356,Yes,Concerned,Neutral,sometimes,electricity,1995,female,black,NA,degree_bs,inc_50to100,77067,28,Thank you,11.733333333333333,high_edu,Induction,1100,90,4
699,7,88,1,5591,0,19,1,329,356,Yes,Concerned,Neutral,sometimes,electricity,1995,female,black,NA,degree_bs,inc_50to100,77067,28,Thank you,11.733333333333333,high_edu,Gas,1500,90,3
699,7,38,2,5591,0,19,1,329,356,Yes,Concerned,Neutral,sometimes,electricity,1995,female,black,NA,degree_bs,inc_50to100,77067,28,Thank you,11.733333333333333,high_edu,Electric,500,70,3
699,7,237,3,5591,1,19,1,329,356,Yes,Concerned,Neutral,sometimes,electricity,1995,female,black,NA,degree_bs,inc_50to100,77067,28,Thank you,11.733333333333333,high_edu,Induction,500,60,5
699,8,139,1,5592,0,19,1,329,356,Yes,Concerned,Neutral,sometimes,electricity,1995,female,black,NA,degree_bs,inc_50to100,77067,28,Thank you,11.733333333333333,high_edu,Gas,1300,60,4
699,8,287,2,5592,1,19,1,329,356,Yes,Concerned,Neutral,sometimes,electricity,1995,female,black,NA,degree_bs,inc_50to100,77067,28,Thank you,11.733333333333333,high_edu,Electric,1500,80,5
699,8,183,3,5592,0,19,1,329,356,Yes,Concerned,Neutral,sometimes,electricity,1995,female,black,NA,degree_bs,inc_50to100,77067,28,Thank you,11.733333333333333,high_edu,Induction,500,90,4
548,1,85,1,4377,0,28,1,266,121,not_aware,Not_Bothered,Neutral,sometimes,electricity,1966,female,white,NA,vocational,inc_above100,33556,57,NA,6.916666666666667,low_edu,Gas,1300,90,3
548,1,320,2,4377,1,28,1,266,121,not_aware,Not_Bothered,Neutral,sometimes,electricity,1966,female,white,NA,vocational,inc_above100,33556,57,NA,6.916666666666667,low_edu,Electric,1300,100,5
548,1,252,3,4377,0,28,1,266,121,not_aware,Not_Bothered,Neutral,sometimes,electricity,1966,female,white,NA,vocational,inc_above100,33556,57,NA,6.916666666666667,low_edu,Induction,1500,60,5
548,2,127,1,4378,0,28,1,266,121,not_aware,Not_Bothered,Neutral,sometimes,electricity,1966,female,white,NA,vocational,inc_above100,33556,57,NA,6.916666666666667,low_edu,Gas,500,60,4
548,2,143,2,4378,0,28,1,266,121,not_aware,Not_Bothered,Neutral,sometimes,electricity,1966,female,white,NA,vocational,inc_above100,33556,57,NA,6.916666666666667,low_edu,Electric,1500,60,4
548,2,258,3,4378,1,28,1,266,121,not_aware,Not_Bothered,Neutral,sometimes,electricity,1966,female,white,NA,vocational,inc_above100,33556,57,NA,6.916666666666667,low_edu,Induction,700,70,5
548,3,160,1,4379,0,28,1,266,121,not_aware,Not_Bothered,Neutral,sometimes,electricity,1966,female,white,NA,vocational,inc_above100,33556,57,NA,6.916666666666667,low_edu,Gas,1500,70,4
548,3,119,2,4379,1,28,1,266,121,not_aware,Not_Bothered,Neutral,sometimes,electricity,1966,female,white,NA,vocational,inc_above100,33556,57,NA,6.916666666666667,low_edu,Electric,1100,50,4
548,3,33,3,4379,0,28,1,266,121,not_aware,Not_Bothered,Neutral,sometimes,electricity,1966,female,white,NA,vocational,inc_above100,33556,57,NA,6.916666666666667,low_edu,Induction,1300,60,3
548,4,25,1,4380,0,28,1,266,121,not_aware,Not_Bothered,Neutral,sometimes,electricity,1966,female,white,NA,vocational,inc_above100,33556,57,NA,6.916666666666667,low_edu,Gas,900,60,3
548,4,35,2,4380,0,28,1,266,121,not_aware,Not_Bothered,Neutral,sometimes,electricity,1966,female,white,NA,vocational,inc_above100,33556,57,NA,6.916666666666667,low_edu,Electric,1500,60,3
548,4,237,3,4380,1,28,1,266,121,not_aware,Not_Bothered,Neutral,sometimes,electricity,1966,female,white,NA,vocational,inc_above100,33556,57,NA,6.916666666666667,low_edu,Induction,500,60,5
548,5,55,1,4381,0,28,1,266,121,not_aware,Not_Bothered,Neutral,sometimes,electricity,1966,female,white,NA,vocational,inc_above100,33556,57,NA,6.916666666666667,low_edu,Gas,500,80,3
548,5,59,2,4381,0,28,1,266,121,not_aware,Not_Bothered,Neutral,sometimes,electricity,1966,female,white,NA,vocational,inc_above100,33556,57,NA,6.916666666666667,low_edu,Electric,700,80,3
548,5,6,3,4381,1,28,1,266,121,not_aware,Not_Bothered,Neutral,sometimes,electricity,1966,female,white,NA,vocational,inc_above100,33556,57,NA,6.916666666666667,low_edu,Induction,700,50,3
548,6,97,1,4382,0,28,1,266,121,not_aware,Not_Bothered,Neutral,sometimes,electricity,1966,female,white,NA,vocational,inc_above100,33556,57,NA,6.916666666666667,low_edu,Gas,900,100,3
548,6,296,2,4382,0,28,1,266,121,not_aware,Not_Bothered,Neutral,sometimes,electricity,1966,female,white,NA,vocational,inc_above100,33556,57,NA,6.916666666666667,low_edu,Electric,900,90,5
548,6,3,3,4382,1,28,1,266,121,not_aware,Not_Bothered,Neutral,sometimes,electricity,1966,female,white,NA,vocational,inc_above100,33556,57,NA,6.916666666666667,low_edu,Induction,500,50,3
548,7,172,1,4383,0,28,1,266,121,not_aware,Not_Bothered,Neutral,sometimes,electricity,1966,female,white,NA,vocational,inc_above100,33556,57,NA,6.916666666666667,low_edu,Gas,1100,80,4
548,7,92,2,4383,1,28,1,266,121,not_aware,Not_Bothered,Neutral,sometimes,electricity,1966,female,white,NA,vocational,inc_above100,33556,57,NA,6.916666666666667,low_edu,Electric,500,100,3
548,7,138,3,4383,0,28,1,266,121,not_aware,Not_Bothered,Neutral,sometimes,electricity,1966,female,white,NA,vocational,inc_above100,33556,57,NA,6.916666666666667,low_edu,Induction,1100,60,4
548,8,250,1,4384,0,28,1,266,121,not_aware,Not_Bothered,Neutral,sometimes,electricity,1966,female,white,NA,vocational,inc_above100,33556,57,NA,6.916666666666667,low_edu,Gas,1500,60,5
548,8,20,2,4384,1,28,1,266,121,not_aware,Not_Bothered,Neutral,sometimes,electricity,1966,female,white,NA,vocational,inc_above100,33556,57,NA,6.916666666666667,low_edu,Electric,500,60,3
548,8,141,3,4384,0,28,1,266,121,not_aware,Not_Bothered,Neutral,sometimes,electricity,1966,female,white,NA,vocational,inc_above100,33556,57,NA,6.916666666666667,low_edu,Induction,1300,60,4
495,1,58,1,3953,0,8,1,142,63,Yes,Not_Bothered,Not_Bothered,often,electricity,1981,male,white,NA,college_some,inc_above100,90210,42,NA,3.55,low_edu,Gas,700,80,3
495,1,29,2,3953,0,8,1,142,63,Yes,Not_Bothered,Not_Bothered,often,electricity,1981,male,white,NA,college_some,inc_above100,90210,42,NA,3.55,low_edu,Electric,1100,60,3
495,1,216,3,3953,1,8,1,142,63,Yes,Not_Bothered,Not_Bothered,often,electricity,1981,male,white,NA,college_some,inc_above100,90210,42,NA,3.55,low_edu,Induction,1500,100,4
495,2,46,1,3954,0,8,1,142,63,Yes,Not_Bothered,Not_Bothered,often,electricity,1981,male,white,NA,college_some,inc_above100,90210,42,NA,3.55,low_edu,Gas,1100,70,3
495,2,290,2,3954,1,8,1,142,63,Yes,Not_Bothered,Not_Bothered,often,electricity,1981,male,white,NA,college_some,inc_above100,90210,42,NA,3.55,low_edu,Electric,500,90,5
495,2,165,3,3954,0,8,1,142,63,Yes,Not_Bothered,Not_Bothered,often,electricity,1981,male,white,NA,college_some,inc_above100,90210,42,NA,3.55,low_edu,Induction,500,80,4
495,3,307,1,3955,0,8,1,142,63,Yes,Not_Bothered,Not_Bothered,often,electricity,1981,male,white,NA,college_some,inc_above100,90210,42,NA,3.55,low_edu,Gas,500,100,5
495,3,290,2,3955,1,8,1,142,63,Yes,Not_Bothered,Not_Bothered,often,electricity,1981,male,white,NA,college_some,inc_above100,90210,42,NA,3.55,low_edu,Electric,500,90,5
495,3,75,3,3955,0,8,1,142,63,Yes,Not_Bothered,Not_Bothered,often,electricity,1981,male,white,NA,college_some,inc_above100,90210,42,NA,3.55,low_edu,Induction,500,90,3
495,4,97,1,3956,0,8,1,142,63,Yes,Not_Bothered,Not_Bothered,often,electricity,1981,male,white,NA,college_some,inc_above100,90210,42,NA,3.55,low_edu,Gas,900,100,3
495,4,56,2,3956,0,8,1,142,63,Yes,Not_Bothered,Not_Bothered,often,electricity,1981,male,white,NA,college_some,inc_above100,90210,42,NA,3.55,low_edu,Electric,500,80,3
495,4,315,3,3956,1,8,1,142,63,Yes,Not_Bothered,Not_Bothered,often,electricity,1981,male,white,NA,college_some,inc_above100,90210,42,NA,3.55,low_edu,Induction,900,100,5
495,5,184,1,3957,0,8,1,142,63,Yes,Not_Bothered,Not_Bothered,often,electricity,1981,male,white,NA,college_some,inc_above100,90210,42,NA,3.55,low_edu,Gas,700,90,4
495,5,143,2,3957,1,8,1,142,63,Yes,Not_Bothered,Not_Bothered,often,electricity,1981,male,white,NA,college_some,inc_above100,90210,42,NA,3.55,low_edu,Electric,1500,60,4
495,5,3,3,3957,0,8,1,142,63,Yes,Not_Bothered,Not_Bothered,often,electricity,1981,male,white,NA,college_some,inc_above100,90210,42,NA,3.55,low_edu,Induction,500,50,3
495,6,55,1,3958,0,8,1,142,63,Yes,Not_Bothered,Not_Bothered,often,electricity,1981,male,white,NA,college_some,inc_above100,90210,42,NA,3.55,low_edu,Gas,500,80,3
495,6,107,2,3958,0,8,1,142,63,Yes,Not_Bothered,Not_Bothered,often,electricity,1981,male,white,NA,college_some,inc_above100,90210,42,NA,3.55,low_edu,Electric,1500,100,3
495,6,249,3,3958,1,8,1,142,63,Yes,Not_Bothered,Not_Bothered,often,electricity,1981,male,white,NA,college_some,inc_above100,90210,42,NA,3.55,low_edu,Induction,1300,60,5
495,7,313,1,3959,0,8,1,142,63,Yes,Not_Bothered,Not_Bothered,often,electricity,1981,male,white,NA,college_some,inc_above100,90210,42,NA,3.55,low_edu,Gas,900,100,5
